HPO_id	phenotype_group_k1000	phenotype_group_k1500
HP:0001708	834	834
HP:0001709	257	164
HP:0001710	622	1304
HP:0001711	103	285
HP:0001712	103	285
HP:0001713	103	285
HP:0001714	103	285
HP:0001716	2	581
HP:0001717	15	152
HP:0001718	123	565
HP:0001719	554	1109
HP:0001722	26	63
HP:0001723	1	61
HP:0001727	248	566
HP:0001730	113	314
HP:0001732	516	1466
HP:0001733	571	571
HP:0001734	419	419
HP:0001735	571	571
HP:0001737	419	419
HP:0001738	571	571
HP:0001739	251	251
HP:0001741	412	412
HP:0001742	34	57
HP:0001743	516	1466
HP:0001744	811	811
HP:0001746	95	298
HP:0001747	95	298
HP:0001748	95	298
HP:0001750	149	572
HP:0001751	718	178
HP:0001756	718	178
HP:0001757	113	314
HP:0001760	247	160
HP:0001761	545	545
HP:0001762	336	167
HP:0001763	857	857
HP:0001765	222	199
HP:0001769	314	335
HP:0001770	222	199
HP:0001771	573	1407
HP:0001772	336	167
HP:0001773	69	471
HP:0001775	598	240
HP:0001776	336	167
HP:0001780	222	199
HP:0001782	222	1216
HP:0001783	247	160
HP:0001785	539	539
HP:0001786	314	335
HP:0001787	614	310
HP:0001788	614	615
HP:0001789	155	8
HP:0001790	155	8
HP:0001791	506	125
HP:0001792	393	97
HP:0001795	44	1105
HP:0001798	393	97
HP:0001799	393	97
HP:0001800	393	97
HP:0001802	393	97
HP:0001803	44	1105
HP:0001804	743	1487
HP:0001805	44	1175
HP:0001806	44	1262
HP:0001807	44	1105
HP:0001808	44	347
HP:0001809	44	1105
HP:0001810	44	347
HP:0001812	44	1105
HP:0001814	44	1105
HP:0001816	44	184
HP:0001817	946	946
HP:0001818	44	347
HP:0001820	44	347
HP:0001821	44	1105
HP:0001822	424	94
HP:0001824	769	384
HP:0001827	770	241
HP:0001829	479	191
HP:0001830	479	191
HP:0001831	570	570
HP:0001832	247	160
HP:0001833	314	335
HP:0001836	603	301
HP:0001837	222	1216
HP:0001838	598	240
HP:0001839	177	1354
HP:0001840	247	160
HP:0001841	479	191
HP:0001842	346	85
HP:0001844	479	191
HP:0001845	222	199
HP:0001847	222	199
HP:0001848	598	240
HP:0001849	976	487
HP:0001850	598	240
HP:0001852	222	199
HP:0001853	314	335
HP:0001854	452	452
HP:0001857	486	29
HP:0001859	421	104
HP:0001863	424	94
HP:0001864	424	94
HP:0001868	314	171
HP:0001869	677	338
HP:0001870	346	85
HP:0001871	339	1385
HP:0001872	20	424
HP:0001873	20	424
HP:0001874	804	804
HP:0001875	168	573
HP:0001876	153	722
HP:0001877	28	1182
HP:0001878	671	1343
HP:0001879	804	804
HP:0001880	281	551
HP:0001881	532	265
HP:0001882	532	265
HP:0001883	336	167
HP:0001884	336	167
HP:0001885	570	570
HP:0001886	528	263
HP:0001888	532	265
HP:0001889	158	1178
HP:0001890	74	67
HP:0001891	158	203
HP:0001892	339	1385
HP:0001894	20	424
HP:0001895	158	203
HP:0001896	28	44
HP:0001897	158	203
HP:0001898	28	1182
HP:0001899	28	44
HP:0001900	28	1182
HP:0001901	28	1182
HP:0001902	20	1026
HP:0001903	28	1182
HP:0001904	74	67
HP:0001905	20	424
HP:0001907	248	566
HP:0001908	158	203
HP:0001909	294	60
HP:0001911	804	804
HP:0001912	281	300
HP:0001913	281	300
HP:0001915	153	722
HP:0001917	846	846
HP:0001919	730	730
HP:0001920	50	1046
HP:0001922	212	516
HP:0001923	28	44
HP:0001924	158	203
HP:0001927	900	900
HP:0001928	725	362
HP:0001929	4	1362
HP:0001930	671	1343
HP:0001931	158	203
HP:0001933	339	1385
HP:0001934	339	102
HP:0001935	158	203
HP:0001937	671	1343
HP:0001939	846	846
HP:0001941	154	689
HP:0001942	154	1120
HP:0001943	166	744
HP:0001944	155	8
HP:0001945	550	274
HP:0001946	504	504
HP:0001947	301	1470
HP:0001948	125	1083
HP:0001949	125	1083
HP:0001950	125	1083
HP:0001951	170	465
HP:0001952	273	595
HP:0001953	504	504
HP:0001954	550	274
HP:0001955	550	274
HP:0001956	441	441
HP:0001958	166	744
HP:0001959	892	892
HP:0001960	125	1083
HP:0001961	55	944
HP:0001962	2	581
HP:0001963	113	314
HP:0001964	247	160
HP:0001965	787	393
HP:0001966	512	1025
HP:0001967	512	1025
HP:0001969	316	1044
HP:0001970	316	1044
HP:0001971	95	1076
HP:0001972	158	1178
HP:0001973	74	67
HP:0001974	532	265
HP:0001975	208	460
HP:0001976	4	1362
HP:0001977	248	566
HP:0001978	936	936
HP:0001980	153	722
HP:0001981	900	900
HP:0001982	374	186
HP:0001983	74	1292
HP:0001984	11	1016
HP:0001985	166	744
HP:0001986	155	8
HP:0001987	170	465
HP:0001988	166	744
HP:0001989	239	563
HP:0001991	69	471
HP:0001992	589	1180
HP:0001993	504	504
HP:0001994	582	559
HP:0001995	154	689
HP:0001996	154	141
HP:0001997	452	452
HP:0001998	166	744
HP:0001999	365	337
HP:0002000	240	250
HP:0002002	426	426
HP:0002003	3	751
HP:0002006	218	109
HP:0002007	144	161
HP:0002009	365	337
HP:0002010	361	180
HP:0002011	792	792
HP:0002012	516	1466
HP:0002013	403	403
HP:0002014	169	398
HP:0002015	176	43
HP:0002017	403	403
HP:0002018	169	398
HP:0002019	771	771
HP:0002020	252	150
HP:0002021	774	95
HP:0002023	521	31
HP:0002024	282	1132
HP:0002025	521	31
HP:0002027	387	68
HP:0002028	169	398
HP:0002031	145	904
HP:0002032	704	704
HP:0002033	670	670
HP:0002034	521	31
HP:0002035	711	711
HP:0002036	399	49
HP:0002037	282	1132
HP:0002038	169	398
HP:0002039	169	398
HP:0002040	145	904
HP:0002041	169	398
HP:0002043	145	904
HP:0002044	230	88
HP:0002045	925	925
HP:0002046	925	925
HP:0002047	925	925
HP:0002048	14	54
HP:0002049	301	1470
HP:0002050	46	513
HP:0002054	138	223
HP:0002055	148	555
HP:0002056	3	751
HP:0002057	3	751
HP:0002058	924	461
HP:0002059	485	849
HP:0002060	433	433
HP:0002061	741	370
HP:0002062	557	557
HP:0002063	495	1356
HP:0002064	209	1126
HP:0002066	885	885
HP:0002067	495	705
HP:0002068	176	43
HP:0002069	720	720
HP:0002070	134	856
HP:0002071	495	705
HP:0002072	898	898
HP:0002073	134	856
HP:0002074	533	3
HP:0002075	134	856
HP:0002076	627	1256
HP:0002077	627	1256
HP:0002078	134	1364
HP:0002079	397	397
HP:0002080	93	520
HP:0002083	627	1256
HP:0002084	703	703
HP:0002085	703	703
HP:0002086	955	955
HP:0002087	916	916
HP:0002088	916	916
HP:0002089	13	210
HP:0002090	195	268
HP:0002091	955	955
HP:0002092	59	238
HP:0002093	955	955
HP:0002094	553	553
HP:0002097	13	210
HP:0002098	553	553
HP:0002099	342	84
HP:0002100	992	992
HP:0002101	615	1232
HP:0002102	594	594
HP:0002103	594	594
HP:0002104	191	486
HP:0002105	263	1220
HP:0002107	13	1017
HP:0002108	13	1017
HP:0002110	526	1367
HP:0002111	117	592
HP:0002113	13	210
HP:0002118	724	724
HP:0002119	724	724
HP:0002120	485	849
HP:0002121	180	560
HP:0002123	180	590
HP:0002126	86	1160
HP:0002127	535	267
HP:0002131	134	856
HP:0002132	278	658
HP:0002133	107	519
HP:0002134	438	740
HP:0002135	366	366
HP:0002136	7	5
HP:0002138	563	140
HP:0002139	961	239
HP:0002140	629	1260
HP:0002141	7	5
HP:0002143	31	69
HP:0002144	31	69
HP:0002145	962	962
HP:0002148	47	1452
HP:0002149	170	465
HP:0002150	290	517
HP:0002151	154	689
HP:0002152	227	213
HP:0002153	141	1112
HP:0002154	270	134
HP:0002155	927	927
HP:0002156	589	1180
HP:0002157	170	465
HP:0002159	624	1249
HP:0002160	991	495
HP:0002161	446	222
HP:0002162	243	369
HP:0002164	44	1105
HP:0002165	44	347
HP:0002166	139	417
HP:0002167	245	637
HP:0002168	245	185
HP:0002169	881	219
HP:0002170	563	140
HP:0002171	197	48
HP:0002172	7	5
HP:0002173	363	221
HP:0002174	93	520
HP:0002176	31	69
HP:0002179	209	23
HP:0002180	533	3
HP:0002181	155	8
HP:0002183	66	12
HP:0002185	278	1462
HP:0002186	891	891
HP:0002187	62	739
HP:0002188	327	743
HP:0002189	151	361
HP:0002190	510	1342
HP:0002191	209	23
HP:0002193	24	52
HP:0002194	655	81
HP:0002195	442	220
HP:0002196	31	1056
HP:0002197	180	560
HP:0002198	510	399
HP:0002199	330	415
HP:0002200	24	52
HP:0002202	594	594
HP:0002203	600	1201
HP:0002204	59	238
HP:0002205	309	1191
HP:0002206	956	956
HP:0002207	13	210
HP:0002208	608	608
HP:0002209	787	393
HP:0002211	409	204
HP:0002212	608	608
HP:0002213	608	608
HP:0002215	344	454
HP:0002216	970	970
HP:0002217	524	524
HP:0002218	409	204
HP:0002219	425	766
HP:0002220	409	204
HP:0002221	344	454
HP:0002223	422	422
HP:0002224	608	608
HP:0002225	344	1497
HP:0002226	409	204
HP:0002227	409	204
HP:0002230	344	454
HP:0002231	344	454
HP:0002232	672	1345
HP:0002234	672	1345
HP:0002235	754	754
HP:0002236	243	737
HP:0002239	457	457
HP:0002240	811	811
HP:0002242	282	1132
HP:0002243	78	4
HP:0002244	78	4
HP:0002245	78	4
HP:0002246	78	4
HP:0002247	704	704
HP:0002248	457	457
HP:0002249	169	398
HP:0002250	282	1132
HP:0002251	478	478
HP:0002253	78	1153
HP:0002254	169	398
HP:0002256	78	1153
HP:0002257	558	1118
HP:0002263	148	248
HP:0002265	33	476
HP:0002266	147	1124
HP:0002267	495	705
HP:0002268	262	660
HP:0002269	86	1160
HP:0002270	478	478
HP:0002273	32	1024
HP:0002275	134	856
HP:0002277	658	328
HP:0002280	510	399
HP:0002282	65	1098
HP:0002283	961	239
HP:0002286	409	204
HP:0002287	926	926
HP:0002289	926	926
HP:0002290	409	204
HP:0002292	672	1345
HP:0002293	787	393
HP:0002296	344	454
HP:0002297	409	204
HP:0002298	344	454
HP:0002299	608	608
HP:0002300	66	12
HP:0002301	32	367
HP:0002304	7	5
HP:0002305	162	1309
HP:0002307	707	707
HP:0002308	442	220
HP:0002310	7	5
HP:0002311	683	683
HP:0002312	683	683
HP:0002313	628	628
HP:0002314	557	557
HP:0002315	627	1256
HP:0002317	797	797
HP:0002318	31	1056
HP:0002321	718	178
HP:0002322	93	528
HP:0002323	961	239
HP:0002324	961	239
HP:0002326	629	1260
HP:0002329	465	232
HP:0002330	465	232
HP:0002331	627	1256
HP:0002332	394	196
HP:0002333	849	669
HP:0002334	442	220
HP:0002335	442	220
HP:0002339	438	1480
HP:0002340	485	1212
HP:0002341	31	69
HP:0002342	62	739
HP:0002343	724	724
HP:0002344	849	669
HP:0002345	93	520
HP:0002346	93	1123
HP:0002349	192	1172
HP:0002350	442	220
HP:0002352	626	626
HP:0002353	79	1187
HP:0002354	849	1438
HP:0002355	161	183
HP:0002356	262	1238
HP:0002357	245	185
HP:0002359	161	183
HP:0002360	151	361
HP:0002361	849	669
HP:0002362	7	5
HP:0002363	994	994
HP:0002365	214	214
HP:0002366	535	267
HP:0002367	66	1409
HP:0002370	683	683
HP:0002371	245	185
HP:0002372	182	518
HP:0002373	466	466
HP:0002374	7	5
HP:0002375	7	5
HP:0002376	62	739
HP:0002378	93	1123
HP:0002380	162	1309
HP:0002381	245	185
HP:0002383	458	113
HP:0002384	192	1172
HP:0002385	628	628
HP:0002389	578	1157
HP:0002390	744	371
HP:0002392	182	518
HP:0002395	881	219
HP:0002396	495	1356
HP:0002398	535	267
HP:0002401	629	1260
HP:0002403	139	723
HP:0002404	340	1221
HP:0002406	859	859
HP:0002408	563	140
HP:0002410	510	399
HP:0002411	7	1008
HP:0002414	398	198
HP:0002415	327	743
HP:0002416	109	991
HP:0002418	312	77
HP:0002419	312	77
HP:0002421	213	1211
HP:0002423	31	69
HP:0002425	245	185
HP:0002427	245	185
HP:0002435	96	1142
HP:0002436	96	1142
HP:0002438	442	220
HP:0002439	962	962
HP:0002442	62	1052
HP:0002444	75	774
HP:0002445	32	1024
HP:0002446	197	48
HP:0002448	24	522
HP:0002450	535	267
HP:0002451	262	660
HP:0002453	438	740
HP:0002454	438	740
HP:0002457	7	5
HP:0002460	213	1211
HP:0002461	232	450
HP:0002463	525	1051
HP:0002464	209	23
HP:0002465	245	185
HP:0002470	134	856
HP:0002472	731	365
HP:0002474	560	1121
HP:0002475	96	1142
HP:0002476	444	663
HP:0002478	209	23
HP:0002480	24	522
HP:0002483	24	52
HP:0002486	681	340
HP:0002487	7	5
HP:0002488	294	60
HP:0002490	349	174
HP:0002491	904	451
HP:0002492	557	557
HP:0002493	741	370
HP:0002494	151	361
HP:0002495	139	417
HP:0002497	134	856
HP:0002500	397	397
HP:0002501	209	23
HP:0002503	907	907
HP:0002504	15	152
HP:0002505	688	688
HP:0002506	485	1212
HP:0002507	792	792
HP:0002508	994	994
HP:0002509	362	324
HP:0002510	209	23
HP:0002511	327	667
HP:0002512	994	994
HP:0002514	366	366
HP:0002515	7	5
HP:0002516	540	1081
HP:0002518	626	626
HP:0002519	66	1409
HP:0002521	182	518
HP:0002522	469	1368
HP:0002524	495	705
HP:0002526	245	185
HP:0002527	7	5
HP:0002528	533	3
HP:0002529	533	3
HP:0002530	262	660
HP:0002533	7	5
HP:0002536	86	1160
HP:0002538	731	365
HP:0002539	423	83
HP:0002540	688	688
HP:0002542	232	450
HP:0002544	67	1111
HP:0002545	327	743
HP:0002546	245	185
HP:0002548	495	705
HP:0002549	849	1438
HP:0002550	344	454
HP:0002552	593	593
HP:0002553	422	422
HP:0002555	344	1497
HP:0002557	115	1291
HP:0002558	115	1291
HP:0002561	115	1291
HP:0002562	115	1291
HP:0002563	528	263
HP:0002566	199	1213
HP:0002570	78	1116
HP:0002571	514	514
HP:0002572	403	403
HP:0002573	169	398
HP:0002574	387	68
HP:0002575	526	781
HP:0002576	199	15
HP:0002577	252	150
HP:0002578	161	183
HP:0002579	514	514
HP:0002580	199	15
HP:0002582	920	920
HP:0002583	763	763
HP:0002584	457	457
HP:0002585	567	0
HP:0002586	567	0
HP:0002587	403	403
HP:0002588	78	4
HP:0002589	704	704
HP:0002590	791	791
HP:0002591	892	892
HP:0002592	920	920
HP:0002593	995	995
HP:0002594	419	419
HP:0002595	791	791
HP:0002597	607	1215
HP:0002599	93	520
HP:0002600	469	1368
HP:0002601	213	1211
HP:0002604	774	95
HP:0002605	25	101
HP:0002607	494	2
HP:0002608	342	84
HP:0002611	60	36
HP:0002612	25	1303
HP:0002613	345	345
HP:0002614	25	101
HP:0002615	732	732
HP:0002616	828	413
HP:0002617	238	828
HP:0002619	872	872
HP:0002621	353	176
HP:0002623	146	64
HP:0002624	354	87
HP:0002625	248	453
HP:0002626	872	872
HP:0002627	128	480
HP:0002629	744	371
HP:0002630	78	1116
HP:0002632	732	732
HP:0002633	338	1314
HP:0002634	353	176
HP:0002635	353	176
HP:0002636	855	855
HP:0002637	629	1260
HP:0002638	248	453
HP:0002639	59	1061
HP:0002640	781	390
HP:0002641	248	566
HP:0002642	744	371
HP:0002643	739	1183
HP:0002644	401	401
HP:0002645	194	474
HP:0002647	146	64
HP:0002648	144	161
HP:0002650	372	372
HP:0002651	21	1029
HP:0002652	21	1029
HP:0002653	973	973
HP:0002654	21	1029
HP:0002655	21	1029
HP:0002656	186	309
HP:0002657	21	1029
HP:0002659	973	973
HP:0002661	139	1086
HP:0002663	186	258
HP:0002664	759	759
HP:0002665	294	60
HP:0002666	289	654
HP:0002667	664	664
HP:0002668	753	753
HP:0002669	39	806
HP:0002671	91	154
HP:0002672	230	88
HP:0002673	38	107
HP:0002676	144	161
HP:0002677	27	719
HP:0002678	144	161
HP:0002679	938	938
HP:0002680	938	938
HP:0002681	938	938
HP:0002682	144	161
HP:0002683	144	161
HP:0002684	144	1382
HP:0002686	684	684
HP:0002687	17	508
HP:0002688	17	508
HP:0002689	17	508
HP:0002690	938	938
HP:0002691	144	161
HP:0002692	993	496
HP:0002693	710	354
HP:0002694	99	123
HP:0002695	144	161
HP:0002696	144	161
HP:0002697	144	161
HP:0002699	27	719
HP:0002700	27	719
HP:0002703	596	596
HP:0002705	16	357
HP:0002707	254	899
HP:0002708	16	357
HP:0002710	319	319
HP:0002711	449	1045
HP:0002714	794	794
HP:0002715	74	67
HP:0002716	630	630
HP:0002717	456	456
HP:0002718	309	1191
HP:0002719	309	1191
HP:0002720	211	1295
HP:0002721	844	844
HP:0002722	119	482
HP:0002723	74	67
HP:0002724	856	427
HP:0002725	74	67
HP:0002726	752	375
HP:0002728	856	427
HP:0002729	630	630
HP:0002730	630	630
HP:0002731	143	402
HP:0002732	630	630
HP:0002733	630	630
HP:0002737	710	354
HP:0002738	17	508
HP:0002740	752	375
HP:0002741	752	375
HP:0002742	752	375
HP:0002743	901	901
HP:0002744	502	502
HP:0002745	254	899
HP:0002747	706	706
HP:0002748	360	89
HP:0002749	360	89
HP:0002750	323	323
HP:0002751	372	372
HP:0002752	406	59
HP:0002753	164	1194
HP:0002754	528	263
HP:0002756	973	973
HP:0002757	973	973
HP:0002758	452	452
HP:0002761	131	509
HP:0002762	719	179
HP:0002763	21	291
HP:0002764	366	366
HP:0002766	193	1338
HP:0002777	526	781
HP:0002778	526	781
HP:0002779	526	781
HP:0002780	526	1367
HP:0002781	321	51
HP:0002783	195	268
HP:0002786	526	1367
HP:0002787	366	366
HP:0002788	251	251
HP:0002789	191	486
HP:0002790	321	51
HP:0002791	191	486
HP:0002792	955	955
HP:0002793	191	486
HP:0002795	955	955
HP:0002797	164	1194
HP:0002803	111	1245
HP:0002804	111	1245
HP:0002805	323	323
HP:0002808	372	372
HP:0002810	428	1422
HP:0002812	38	107
HP:0002813	428	1422
HP:0002814	469	1368
HP:0002815	716	716
HP:0002816	171	442
HP:0002817	893	893
HP:0002818	224	1432
HP:0002821	566	1133
HP:0002822	38	107
HP:0002823	38	107
HP:0002825	72	1062
HP:0002826	72	1430
HP:0002827	401	401
HP:0002828	111	1117
HP:0002829	387	68
HP:0002831	72	1062
HP:0002832	366	366
HP:0002833	406	1377
HP:0002834	108	525
HP:0002835	321	51
HP:0002836	542	542
HP:0002837	979	979
HP:0002839	609	304
HP:0002840	528	263
HP:0002841	856	427
HP:0002842	752	375
HP:0002843	212	516
HP:0002846	212	516
HP:0002847	143	402
HP:0002848	216	1082
HP:0002849	630	630
HP:0002850	211	1295
HP:0002851	337	644
HP:0002853	337	644
HP:0002857	716	716
HP:0002858	84	1074
HP:0002859	39	1484
HP:0002860	91	154
HP:0002861	821	410
HP:0002862	163	355
HP:0002863	294	60
HP:0002864	753	753
HP:0002865	266	1372
HP:0002866	264	139
HP:0002867	401	401
HP:0002868	264	139
HP:0002869	264	139
HP:0002870	191	639
HP:0002871	191	639
HP:0002872	191	639
HP:0002875	553	553
HP:0002876	191	486
HP:0002877	191	486
HP:0002878	739	227
HP:0002879	63	359
HP:0002882	191	639
HP:0002883	191	1094
HP:0002884	664	664
HP:0002885	84	317
HP:0002886	753	753
HP:0002888	197	48
HP:0002890	266	1372
HP:0002891	39	806
HP:0002893	430	430
HP:0002894	56	292
HP:0002895	266	1372
HP:0002896	230	88
HP:0002897	315	632
HP:0002898	664	664
HP:0002900	141	1112
HP:0002901	330	415
HP:0002902	141	1112
HP:0002904	73	135
HP:0002905	47	1452
HP:0002907	201	24
HP:0002908	73	135
HP:0002909	589	1180
HP:0002910	25	714
HP:0002912	735	1472
HP:0002913	43	41
HP:0002914	290	1459
HP:0002916	54	74
HP:0002917	330	415
HP:0002918	330	415
HP:0002919	43	41
HP:0002920	233	116
HP:0002921	724	724
HP:0002922	966	966
HP:0002923	647	647
HP:0002925	204	1280
HP:0002926	215	725
HP:0002927	589	1180
HP:0002928	588	1473
HP:0002929	61	1481
HP:0002930	215	395
HP:0002932	358	494
HP:0002933	399	49
HP:0002936	139	417
HP:0002937	634	634
HP:0002938	482	613
HP:0002942	597	1196
HP:0002943	597	1196
HP:0002944	181	1359
HP:0002945	648	648
HP:0002946	133	1257
HP:0002947	482	613
HP:0002948	634	634
HP:0002949	634	634
HP:0002951	442	220
HP:0002953	63	359
HP:0002955	374	186
HP:0002958	74	67
HP:0002959	143	402
HP:0002960	74	67
HP:0002961	211	1295
HP:0002963	930	231
HP:0002965	930	231
HP:0002967	5	270
HP:0002970	716	716
HP:0002971	212	516
HP:0002972	930	231
HP:0002973	224	1432
HP:0002974	224	652
HP:0002977	961	239
HP:0002979	716	716
HP:0002980	108	119
HP:0002981	716	716
HP:0002982	260	1162
HP:0002983	228	56
HP:0002984	53	479
HP:0002986	224	282
HP:0002987	573	1177
HP:0002990	497	497
HP:0002991	497	497
HP:0002992	260	1162
HP:0002996	5	1004
HP:0002997	224	652
HP:0002999	171	1317
HP:0003001	753	753
HP:0003002	115	92
HP:0003003	230	620
HP:0003005	987	987
HP:0003006	546	272
HP:0003009	41	675
HP:0003010	339	102
HP:0003011	161	183
HP:0003013	186	309
HP:0003015	420	1014
HP:0003016	420	1014
HP:0003019	487	243
HP:0003020	487	243
HP:0003021	229	1299
HP:0003022	53	479
HP:0003023	973	973
HP:0003025	807	807
HP:0003026	428	1429
HP:0003027	228	56
HP:0003028	539	539
HP:0003029	539	539
HP:0003031	638	1277
HP:0003034	99	123
HP:0003037	189	1426
HP:0003038	497	497
HP:0003040	566	1133
HP:0003041	6	614
HP:0003042	280	34
HP:0003043	749	749
HP:0003044	573	1177
HP:0003045	171	1317
HP:0003048	666	666
HP:0003049	487	243
HP:0003051	229	129
HP:0003053	186	309
HP:0003057	333	246
HP:0003059	746	746
HP:0003063	6	614
HP:0003065	171	1317
HP:0003066	171	442
HP:0003067	487	243
HP:0003068	224	353
HP:0003070	200	463
HP:0003071	186	309
HP:0003072	330	415
HP:0003073	227	1413
HP:0003074	166	744
HP:0003075	227	213
HP:0003076	43	41
HP:0003077	927	927
HP:0003079	54	74
HP:0003080	590	35
HP:0003081	290	517
HP:0003083	537	537
HP:0003084	224	282
HP:0003085	497	497
HP:0003086	228	56
HP:0003088	452	452
HP:0003089	573	1407
HP:0003090	382	190
HP:0003091	139	1086
HP:0003093	200	463
HP:0003095	452	452
HP:0003097	108	119
HP:0003099	497	497
HP:0003100	177	71
HP:0003102	5	270
HP:0003103	164	1194
HP:0003105	476	216
HP:0003106	177	1354
HP:0003107	496	247
HP:0003108	589	1180
HP:0003109	290	517
HP:0003110	43	41
HP:0003111	330	415
HP:0003112	669	334
HP:0003113	47	1049
HP:0003115	19	233
HP:0003116	373	373
HP:0003117	233	116
HP:0003118	606	606
HP:0003119	927	927
HP:0003121	573	1177
HP:0003124	496	247
HP:0003125	4	1362
HP:0003126	760	379
HP:0003127	290	517
HP:0003128	154	689
HP:0003130	480	290
HP:0003131	589	1180
HP:0003133	907	907
HP:0003134	64	533
HP:0003137	589	1180
HP:0003138	170	465
HP:0003139	211	1295
HP:0003140	19	1402
HP:0003141	496	247
HP:0003142	925	925
HP:0003144	233	116
HP:0003145	378	1439
HP:0003146	496	247
HP:0003148	54	74
HP:0003149	170	465
HP:0003150	255	511
HP:0003153	589	1180
HP:0003154	233	116
HP:0003155	932	932
HP:0003158	43	41
HP:0003159	589	1180
HP:0003160	295	147
HP:0003161	817	408
HP:0003162	166	744
HP:0003163	43	41
HP:0003164	75	774
HP:0003165	233	116
HP:0003166	589	1180
HP:0003167	589	1180
HP:0003168	589	1180
HP:0003170	391	745
HP:0003172	714	356
HP:0003173	320	79
HP:0003174	981	981
HP:0003175	981	981
HP:0003177	264	139
HP:0003179	391	745
HP:0003180	391	745
HP:0003182	391	745
HP:0003183	714	356
HP:0003184	200	463
HP:0003185	72	1259
HP:0003186	115	1291
HP:0003187	858	858
HP:0003189	381	381
HP:0003191	240	250
HP:0003193	558	1118
HP:0003194	34	1365
HP:0003196	381	381
HP:0003198	80	1203
HP:0003199	80	374
HP:0003200	156	394
HP:0003201	80	374
HP:0003202	501	598
HP:0003203	682	682
HP:0003204	54	336
HP:0003205	54	336
HP:0003206	358	494
HP:0003207	15	152
HP:0003208	54	336
HP:0003209	358	494
HP:0003210	358	494
HP:0003212	211	1415
HP:0003213	54	74
HP:0003214	54	74
HP:0003215	255	511
HP:0003216	943	943
HP:0003217	590	35
HP:0003218	817	408
HP:0003219	255	511
HP:0003220	886	886
HP:0003221	886	886
HP:0003223	378	1439
HP:0003224	54	74
HP:0003225	680	339
HP:0003226	54	336
HP:0003228	141	1112
HP:0003231	127	127
HP:0003232	588	1473
HP:0003233	496	247
HP:0003234	418	418
HP:0003235	991	495
HP:0003236	800	800
HP:0003237	87	249
HP:0003238	227	213
HP:0003239	290	517
HP:0003240	358	494
HP:0003241	964	964
HP:0003244	490	490
HP:0003246	756	756
HP:0003247	770	241
HP:0003248	83	400
HP:0003249	770	241
HP:0003250	160	625
HP:0003251	868	868
HP:0003252	770	241
HP:0003254	54	74
HP:0003256	725	362
HP:0003258	358	494
HP:0003259	170	465
HP:0003260	590	35
HP:0003261	211	1348
HP:0003262	647	647
HP:0003264	54	74
HP:0003265	73	135
HP:0003267	358	494
HP:0003268	589	1180
HP:0003269	327	743
HP:0003270	169	398
HP:0003271	811	811
HP:0003272	401	401
HP:0003273	573	1407
HP:0003274	391	745
HP:0003275	72	1430
HP:0003276	72	1430
HP:0003277	264	139
HP:0003278	72	1430
HP:0003279	391	281
HP:0003281	227	213
HP:0003282	932	932
HP:0003286	991	495
HP:0003287	588	1473
HP:0003288	588	1473
HP:0003292	233	116
HP:0003296	589	1180
HP:0003297	589	1180
HP:0003298	398	198
HP:0003300	63	359
HP:0003301	882	882
